comment_id,score,content,time,city,gender,sentiment
1211665559,5.0,二刷！依旧精彩,2025/4/21 21:16,佛山,未知,0.7976961472333215
1211652698,5.0,支持一下国产动漫,2025/4/21 21:15,延边,1,0.4824684806381726
1211623835,5.0,剧情搞笑又紧张,2025/4/21 21:13,武汉,未知,0.633186639063971
1211642772,3.5,还行吧，特效不错,2025/4/21 21:08,深圳,未知,0.9475255787326343
1211659669,4.5,值得看的一部,2025/4/21 20:59,海东,未知,0.8529654486200557
1211668543,4.5,说实话用了这么多线上平台，只有每次在这种草的店，品质都在线，值得信赖的好平台??我的天哪，感谢遇到这么好的平台，为什么没有早点发现，以后继续冲冲冲！,2025/4/21 20:58,温州,未知,0.9966738775608457
1211663532,5.0,vvgg**粉底,2025/4/21 20:47,东莞,未知,0.7353792240060416
1211643691,5.0,好????????,2025/4/21 20:47,沈阳,未知,0.6317853705682674
1211666575,5.0,不错非常好看,2025/4/21 20:47,淮南,未知,0.9322527502022643
1211616885,4.5,非常好看，特效绝了，2刷了,2025/4/21 20:45,金昌,未知,0.26583893447204987
1211629759,5.0,电影嘎嘎好，,2025/4/21 20:45,库尔勒,未知,0.9691450692195838
1211649608,4.5,剧情很好，特效也很好，,2025/4/21 20:41,惠阳,未知,0.9563183871296861
1211651643,5.0,剧情跌宕起伏，画面完美，演技完美,2025/4/21 20:41,成都,1,0.999317854808467
1211660645,5.0,好看，震撼，值得观看。,2025/4/21 20:34,江门,未知,0.9848349022527727
1211628814,5.0,剧情很好，画面很好,2025/4/21 20:34,启东,未知,0.955854461967819
1211636750,5.0,很不错，喜欢观看,2025/4/21 20:32,内江,未知,0.9842354583042302
1211622782,4.5,很不错，推荐看,2025/4/21 20:32,葫芦岛,未知,0.9581289781690082
1211655635,5.0,非常好看，值得去看,2025/4/21 20:30,罗源县,未知,0.9342911628099618
1211628811,5.0,确实值得一看,2025/4/21 20:28,南阳,未知,0.8691721125251423
1211662614,5.0,国漫之光，品质高，,2025/4/21 20:25,张家口,2,0.7382120789699146
1211668534,5.0,好看，看了三次,2025/4/21 20:24,涿州,2,0.6423317149156357
1211665544,5.0,好，很好，非常好看！支持,2025/4/21 20:24,济南,未知,0.953126712090959
1211638695,5.0,很好很棒支持,2025/4/21 20:17,深圳,未知,0.9685460034811657
1211650703,5.0,特别好看，快去看,2025/4/21 20:07,都江堰,未知,0.9043895128192262
1211660637,5.0,好看不错值得推荐,2025/4/21 20:01,成都,未知,0.9831944393890056
1211660634,5.0,好看，hao,2025/4/21 19:53,曹妃甸,未知,0.6892074482293215
1211640706,4.5,剧情不错。。,2025/4/21 19:51,邯郸,未知,0.8871039476557178
1211668525,5.0,不错很棒的电影,2025/4/21 19:51,宜昌,未知,0.9924187719403316
1211653704,5.0,画面非常好。,2025/4/21 19:50,抚顺,未知,0.7037680641662889
1211663515,5.0,好看的很，大家都去看,2025/4/21 19:46,成都,1,0.8601201805392621
1204934993,5.0,"春节档第一部，看期待了五年多的哪吒2。
没有一秒钟不值得看，全方位的好，哪哪都好，故事、情感、特效、审美、节奏、叙事线……笑点泪点燃点，沉浸的一秒钟都不舍得移开眼睛。
喜欢东海龙王敖光，喜欢小哪吒大哪吒。
二刷见！",2025/1/29 17:01,南京,2,0.9999999781213493
1204850223,5.0,超感动????????，不是非黑即白，就像生活一样，不是孰对孰错，我们都有选择权，选择成为什么样的人。有懂你的人，与你一起前行，好像就不会害怕了，就算前路漫漫，我们也是一同分享和分担，去成长。无需活在别人暗定的规则中，也不要全然相信别人过往的经验，毕竟世事无常，唯一不变的是变化。唯有拥抱变化，才能适应这无常的生活，在生活中找寻美的一面，学会珍惜，学会感恩，学会拥抱自己，过好每一天。把握当下的幸福，畅享未来的美好，我们才会越走越远??????,2025/1/29 11:42,柳州,1,1.0
1205109933,4.5,"（先让我吼几嗓子:龙爹敖光真帅啊啊啊!!! 敖丙一如既往地帅啊啊啊啊!!哪吒变大之后也好帅啊啊啊啊!电影对颜狗真好）
     “何为黑 何为白 何为正道 何为邪魔外道 何为仙 而何又为魔” 主旨不全是我命由我不由天  还有影射现实社会的 如何判断好坏 看官职大小还是看钱和势力多少 还是...取决于心
      比第一部要好看嗷!!
      本以为申公豹彻底洗白了 看完彩蛋又觉着悬 我真以为申公豹和那个捕妖队队长就是唯二反派了 没想到仙翁的“叛变”反转猝不及防 还有最美反派西海龙王姑姑
      前面依旧笑点众多 我可太喜欢太乙真人和小猪猪了 还有碎掉的土拨鼠 虽然到最后还是来到了“大家都没长嘴只是一味的用暴力发泄怒火”的误会情节 但也不觉俗套 这很奇怪（可能我真的看脸吧）哪吒的自我剖析和紧接着其母亲的消散 虽有预感但还是没能躲开 眼泪哗哗的流（刀我别用亲情刀）可能是大环境的影响吧 每次看到这种以少对多 以己手掀断腐烂根基且连根拔出 我总是会共情并觉得解气 毕竟还没有改变的能力 现实生活中对于种种 只能接受
      看故事走向是一定会到封神之战了 对于后续我还是非常期待的!",2025/1/29 23:04,诸城,未知,1.0
1208997307,5.0,"看完发现“人们心中的成见就像一座大山无法撼动”这句话是对的。

第一，土拨鼠从未杀人，吃的也是难吃到吐的南瓜粥，却被当场施刑。
第二，申公豹他爹气宇轩昂，有教无类。教导小妖要刻苦修炼、出人头地。即便是面对杀上门的阐教，也是自断一臂，客气行礼！却也难逃万箭穿心！
第三，顶级宅女石矶娘娘居住在空无人烟的弃地，仅仅是天天照镜子臭美，却要被绳之以法。
那么多信息告诉我截教有蹊跷，但我当时还是轻信申公豹会屠城陈塘关，果然，人心的成见是一座大山。即便是出身寒微的我，也会讲究“根正苗红”",2025/2/15 16:10,苏州,未知,0.9999933740485447
1209885252,5.0,"我是25届高考生，成绩提不上去，很难看到希望那种，妈妈和我今天一起看的这部电影，妈妈是二刷，她说值得，我看的起先是沉不住气的，总想知道结局知道正道和反派，以为神仙总是对的，就像别人对我的评价，总觉得我真的考不上，真的就止步于此了，可是情节慢慢发展，悄然变化，是主角心境的变化，也是我心情的转变，对于还有一百天高考的我来说，很受激励，道听途说是没用的，真正的道是自己争的，自己闯的，人的潜能是无限的，哪吒的潜能就说明了这点，一次次打压没有将他压倒，而是让他再次嘲笑命运的无能，还有一百天，我不该被现状打倒，更不该被流言困扰，妈妈说她不希望我能考顶高的成绩，只希望我不留遗憾，不负自己，如果前方没有路，那变闯出一条路，乾坤未定，怎知我不是黑马！2025高考加油！

?观影贴士",2025/2/22 21:40,临汾,未知,1.0
1211643651,5.0,"终于有一部动画片可以让国人内心久久激荡。嗯，我们起的一个大早，和孩子一起去看最早的那场哪吒的电影，一进去以后，我发现宽目平的大的那个厅座无虚席，从第一排一直到最后一排，满满当当，扶老携幼，这种景象也是难得一见的。在一个星期六的早上八点钟
在这部电影里面，我们看到了很多感动的点，比如说我命由我不由天，比如说届时不是真正的被认可的那个人，可是他们也有自己内心的尊严和向往，以及他们的追求
比如人的成见就像一座大山，挪威的出身让我们丧失了很多应该有的机会，也不是所要努力的结果，就一定是成功，那什么是成功，什么是努力的意义，在现实生活中有无限的折射，让人不禁陷入深深的思考",2025/4/21 18:32,北京,未知,1.0
